timestamp,sexo,pais_origen,provincia_españa,compania_viaje,dias_estancia,num_empleados_activos,sat_oferta_idiomas,sat_visitas_guiadas,canal_localizacion,sat_trato_personal,sat_idioma_personal,sat_info_general,utilidad_info,sat_tiempo_espera,sat_limpieza,sat_ubicacion,sat_global,sat_horario_valoracion,volveria_usar,sat_mobiliario,sat_iluminacion,sat_folletos_contenido,sat_plano,info_previa_medio,sat_ruido,sat_folletos_idioma,edad,motivo_visita,sat_claridad_lenguaje,sat_folletos_adecuacion,sat_distribucion_espacio,sat_horario_score,instalaciones_visitadas,transporte_llegada,sat_aspecto_personal,sat_senalizacion
2024-09-24,Hombre,España,Tarragona,En pareja,De 4 a 7 noches,7,7,7,Los había visto anteriormente,8,8,8,9,6,6,6,7,6,Sí,7,6,6,6,No ha buscado información,7,7,45-64,"Ocio, recreo y vacaciones",8,7,7,6,PIT de Atocha,Tren,9,7
2024-09-24,Mujer,España,Asturias,En pareja,2 noches,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT Palacio Real,Tren,10,10
2024-09-24,Mujer,España,Madrid,Sólo,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,Residente,10,10,10,10,PIT Palacio Real,Residente,10,10
2024-09-24,Mujer,Italia,Madrid,En pareja,3 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,10,10,10,Sí,9,10,10,10,No ha buscado información,9,10,25-44,"Ocio, recreo y vacaciones",10,10,9,9,PIT del Aeropuerto T-4,Avión,10,10
2024-09-24,Mujer,España,Madrid,Grupo Organizado,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,Residente,10,10,10,10,PIT Palacio Real,Residente,10,10
2024-09-24,Hombre,España,Barcelona,En familia,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Otros (Indicar),10,10,+65,Cultura,10,10,10,10,PIT de CentroCentro,Tren,10,10
2024-09-24,Mujer,España,Valladolid,Sólo,3 noches,8,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,8,8,10,8,Sí,8,7,10,10,No ha buscado información,7,10,+65,Negocios,10,10,8,8,PIT del Paseo del Prado,Tren,10,7
2024-09-24,Mujer,Colombia,Madrid,En pareja,De 2 semanas a 1 mes,6,8,10,Los ha encontrado en su recorrido,10,10,10,10,7,9,9,9,10,Sí,8,9,9,9,No ha buscado información,8,5,25-44,Familia,10,10,9,9,PIT del Aeropuerto T-2,Avión,10,9
2024-09-24,Mujer,Colombia,Madrid,En familia,1 noche,8,9,10,Los ha encontrado en su recorrido,10,10,10,10,8,9,9,9,10,Sí,9,9,9,10,No ha buscado información,9,5,25-44,Tránsito,10,10,9,10,PIT del Aeropuerto T-2,Avión,10,9
2024-09-24,Mujer,España,Las Palmas,En pareja,3 noches,8,8,10,Los ha encontrado en su recorrido,10,10,10,10,7,9,10,9,10,Sí,8,9,9,9,Internet/web (Indicar páginas),8,4,15-24,"Ocio, recreo y vacaciones",10,8,10,10,Centro de Turismo de la Plaza Mayor,Avión,10,9
2024-09-24,Hombre,España,Madrid,Residente,Residente,5,8,10,Los había visto anteriormente,10,10,10,10,6,10,9,9,10,Sí,8,9,9,10,No ha buscado información,8,5,45-64,Residente,10,8,10,10,PIT Cuesta de Moyano,Residente,10,10
2024-09-24,Mujer,Reino Unido,Madrid,En pareja,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,9,10,Sí,9,9,10,9,Guías turísticas publicadas sobre la ciudad,8,10,45-64,"Ocio, recreo y vacaciones",10,10,9,10,PIT de Estadio Santiago Bernabéu,Avión,10,9
2024-09-24,Mujer,España,Madrid,Residente,Residente,2,10,10,Los había visto anteriormente,10,10,10,10,2,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-09-24,Mujer,España,Sevilla,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Internet/web (Indicar páginas),10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,Centro de Turismo de la Plaza Mayor,Autobús,10,10
2024-09-24,Hombre,España,Madrid,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,9,10,10,Sí,7,9,10,10,Internet/web (Indicar páginas),9,10,45-64,"Ocio, recreo y vacaciones",10,10,8,9,PIT Palacio Real,Tren,10,9
2024-09-24,Mujer,Ecuador,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,9,10,Sí,10,10,10,9,Otros (Indicar),6,10,45-64,"Ocio, recreo y vacaciones",10,10,6,10,Centro de Turismo de la Plaza Mayor,Avión,10,3
2024-09-24,Hombre,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,25-44,Residente,10,10,10,10,PIT Palacio Real,Residente,10,10
2024-09-24,Hombre,Suráfrica,Madrid,En pareja,3 noches,6,9,9,Los había visto anteriormente,9,9,9,9,6,6,6,8,6,Sí,6,6,6,6,No ha buscado información,6,6,45-64,"Ocio, recreo y vacaciones",9,6,6,6,PIT Cuesta de Moyano,Avión,9,6
2024-09-24,Mujer,España,Cantabria,En familia,3 noches,6,9,9,Los había visto anteriormente,9,9,9,9,6,6,6,8,6,Sí,6,6,6,6,No ha buscado información,6,6,45-64,"Ocio, recreo y vacaciones",9,6,6,6,PIT Cuesta de Moyano,Coche particular,9,6
2024-09-24,Hombre,España,Madrid,Sólo,Residente,7,8,9,Los había visto anteriormente,9,9,9,9,7,7,7,8,7,Sí,7,7,6,7,No ha buscado información,7,6,+65,Residente,9,6,7,7,PIT Cuesta de Moyano,Residente,9,7
2024-09-24,Mujer,Estados Unidos,Madrid,En pareja,3 noches,9,9,10,Los había visto anteriormente,9,9,9,9,9,9,9,9,10,Sí,8,8,9,9,Guías turísticas publicadas sobre la ciudad,8,9,+65,Cultura,9,9,8,10,PIT Palacio Real,Avión,9,8
2024-09-24,Mujer,España,Gerona,En familia,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,10,10,10,Sí,9,9,10,10,Internet/web (Indicar páginas),8,10,25-44,"Ocio, recreo y vacaciones",10,10,9,10,PIT de Estadio Santiago Bernabéu,Coche particular,10,10
2024-09-24,Mujer,España,Barcelona,En familia,3 noches,4,10,10,Tenía información previa de su ubicación,10,10,10,10,4,10,10,9,10,Sí,10,10,10,10,Guías turísticas publicadas sobre la ciudad,10,10,25-44,Familia,10,10,10,10,Centro de Turismo de la Plaza Mayor,Tren,10,7
2024-09-24,Mujer,España,Madrid,Residente,Residente,9,9,10,Los había visto anteriormente,9,9,9,9,9,9,9,9,9,Sí,9,9,9,10,No ha buscado información,7,9,45-64,Residente,9,9,9,9,PIT de Estadio Santiago Bernabéu,Residente,9,9
2024-09-24,Hombre,Argentina,Madrid,En pareja,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,9,9,8,Sí,9,10,8,6,Guías turísticas publicadas sobre la ciudad,7,10,45-64,"Ocio, recreo y vacaciones",10,9,9,8,PIT del Paseo del Prado,Avión,10,10
2024-09-24,Mujer,España,Madrid,Con amigos,Residente,5,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,9,Sí,10,10,6,9,No ha buscado información,8,10,45-64,"Ocio, recreo y vacaciones",9,8,10,10,PIT de CentroCentro,Residente,10,10
2024-09-24,Hombre,España,Madrid,Residente,Residente,2,8,10,Los había visto anteriormente,8,8,8,8,9,8,9,8,8,Sí,9,9,6,6,No ha buscado información,8,4,45-64,Residente,8,6,9,8,PIT Palacio Real,Residente,8,8
2024-09-24,Hombre,España,Sevilla,En familia,2 noches,2,9,10,Los había visto anteriormente,9,9,9,9,9,9,9,8,8,Sí,9,8,5,6,No ha buscado información,8,4,25-44,"Ocio, recreo y vacaciones",9,4,9,8,PIT Palacio Real,Tren,9,8
2024-09-24,Mujer,Italia,Madrid,En pareja,3 noches,2,7,10,Los ha encontrado en su recorrido,9,9,9,9,8,8,8,8,9,Sí,9,9,5,7,Internet/web (Indicar páginas),8,3,25-44,"Ocio, recreo y vacaciones",9,5,9,8,PIT Palacio Real,Avión,9,8
2024-09-24,Hombre,España,Vizcaya,En pareja,De 4 a 7 noches,9,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,9,Sí,9,10,9,10,Guías turísticas publicadas sobre la ciudad,9,10,45-64,"Ocio, recreo y vacaciones",10,10,9,10,PIT del Paseo del Prado,Tren,10,9
2024-09-24,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,6,8,8,9,Sí,7,9,9,8,No ha buscado información,6,10,45-64,Residente,10,9,6,8,PIT del Paseo del Prado,Residente,10,9
2024-09-24,Mujer,España,Lérida,Con amigos,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,8,10,9,10,Sí,10,10,10,10,No ha buscado información,8,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT del Paseo del Prado,Tren,10,10
2024-09-24,Hombre,Italia,Madrid,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,9,10,Sí,10,10,10,10,No ha buscado información,10,1,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT del Paseo del Prado,Avión,10,10
2024-09-24,Mujer,España,Madrid,Residente,Residente,5,10,10,Los había visto anteriormente,10,10,10,10,5,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,Residente,10,10,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-09-24,Mujer,Serbia,Madrid,En pareja,3 noches,1,10,10,Los ha encontrado en su recorrido,10,10,10,10,3,10,10,10,10,Sí,10,10,10,10,No ha buscado información,3,6,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT de Callao,Avión,10,10
2024-09-24,Mujer,España,Zamora,Grupo Organizado,De 4 a 7 noches,5,10,10,Los ha encontrado en su recorrido,10,10,10,10,5,10,10,9,10,Sí,10,10,10,10,No ha buscado información,8,10,45-64,"Congresos, convenciones e incentivos",10,10,10,10,PIT de Callao,Avión,10,10
2024-09-24,Hombre,España,Madrid,Sólo,Residente,8,10,10,Los había visto anteriormente,10,10,10,9,8,9,9,9,9,Sí,9,9,10,9,No ha buscado información,8,10,+65,Residente,10,10,9,9,Centro de Turismo de la Plaza Mayor,Residente,9,8
2024-09-24,Mujer,España,Madrid,Con amigos,Residente,4,10,10,Los había visto anteriormente,10,10,10,10,3,10,10,8,10,Sí,10,10,10,10,No ha buscado información,7,10,+65,Residente,10,10,10,10,PIT de Callao,Residente,10,10
2024-09-24,Hombre,Reino Unido,Madrid,En pareja,De 4 a 7 noches,8,10,10,Los ha encontrado en su recorrido,10,9,9,9,8,9,9,9,10,Sí,9,9,9,8,No ha buscado información,8,9,45-64,"Ocio, recreo y vacaciones",9,9,9,10,Centro de Turismo de la Plaza Mayor,Avión,9,9
2024-09-24,Mujer,España,Barcelona,Con amigos,2 noches,9,10,10,Los ha encontrado en su recorrido,9,10,9,9,9,9,8,9,9,Sí,9,9,9,9,No ha buscado información,8,10,15-24,"Ocio, recreo y vacaciones",10,9,9,9,Centro de Turismo de la Plaza Mayor,Tren,9,8
2024-09-24,Mujer,Argentina,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,9,10,Otros (Indicar),10,10,45-64,"Ocio, recreo y vacaciones",10,9,10,10,PIT de CentroCentro,Avión,10,10
2024-09-24,Mujer,España,Sevilla,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,10,10,10,Otros (Indicar),10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,PIT de CentroCentro,Tren,10,10
2024-09-24,Hombre,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Otros (Indicar),10,10,45-64,Residente,10,10,10,10,PIT de CentroCentro,Residente,10,10
2024-09-25,Mujer,España,Madrid,En pareja,Residente,9,9,9,Los había visto anteriormente,9,9,9,9,9,8,9,9,9,Sí,8,8,9,9,No ha buscado información,7,9,45-64,Residente,9,9,8,8,PIT Palacio Real,Residente,9,8
2024-09-25,Mujer,Estados Unidos,Madrid,Sólo,3 noches,8,8,3,Los había visto anteriormente,8,5,5,4,8,9,6,8,7,Sí,7,7,6,7,No ha buscado información,10,6,25-44,"Ocio, recreo y vacaciones",7,8,9,9,Centro de Turismo de la Plaza Mayor,Avión,5,8
2024-09-25,Mujer,Reino Unido,Madrid,Sólo,2 noches,6,8,7,Los había visto anteriormente,8,6,6,8,6,10,4,7,8,No,6,6,5,7,Teléfono,9,6,25-44,Otros (Indicar cuál),5,6,8,7,PIT de Recoletos-Colón,Autobús,6,7
2024-09-25,Hombre,Estados Unidos,Madrid,En familia,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,9,9,9,9,10,Sí,9,9,9,9,Guías turísticas publicadas sobre la ciudad,9,9,25-44,"Ocio, recreo y vacaciones",10,10,9,9,PIT del Paseo del Prado,Avión,10,9
2024-09-25,Hombre,Bélgica,Madrid,En pareja,De 4 a 7 noches,9,10,10,Los ha encontrado en su recorrido,10,8,10,10,10,5,8,8,9,Sí,5,5,9,10,Guías turísticas publicadas sobre la ciudad,5,5,+65,"Ocio, recreo y vacaciones",9,6,5,9,Centro de Turismo de la Plaza Mayor,Avión,10,7
2024-09-25,Mujer,España,Barcelona,En pareja,3 noches,9,9,9,Los había visto anteriormente,9,9,9,9,9,8,9,9,9,Sí,8,8,9,9,No ha buscado información,8,9,25-44,"Ocio, recreo y vacaciones",9,9,8,8,PIT del Paseo del Prado,Tren,9,8
2024-09-25,Hombre,Bélgica,Madrid,Con amigos,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,9,9,10,Sí,9,9,10,10,Guías turísticas publicadas sobre la ciudad,7,10,+65,Cultura,10,10,10,10,PIT Palacio Real,Avión,10,10
2024-09-25,Mujer,España,Madrid,En pareja,Residente,8,10,8,Los ha encontrado en su recorrido,10,10,10,10,10,9,10,8,10,Sí,4,3,7,10,No ha buscado información,7,2,45-64,Residente,10,7,3,10,Centro de Turismo de la Plaza Mayor,Residente,10,3
2024-09-25,Hombre,España,Sevilla,En pareja,3 noches,7,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,10,7,10,Sí,4,4,7,10,Guías turísticas publicadas sobre la ciudad,3,3,45-64,"Ocio, recreo y vacaciones",10,7,7,9,Centro de Turismo de la Plaza Mayor,Tren,10,7
2024-09-25,Mujer,España,Melilla,Sólo,De 1 a 2 semanas,8,10,10,Los ha encontrado en su recorrido,10,10,10,10,8,5,10,7,10,Sí,5,5,10,10,Guías turísticas publicadas sobre la ciudad,5,6,25-44,Negocios,10,10,5,10,Centro de Turismo de la Plaza Mayor,Avión,10,5
2024-09-25,Mujer,México,Madrid,En pareja,2 noches,6,10,10,Los ha encontrado en su recorrido,10,10,10,10,5,10,10,9,7,Sí,9,9,10,10,Internet/web (Indicar páginas),7,10,25-44,"Ocio, recreo y vacaciones",10,10,9,7,PIT de Atocha,Avión,10,8
2024-09-25,Hombre,Nigeria,Madrid,Sólo,De 3 meses a 1 año,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,Guías turísticas publicadas sobre la ciudad,10,10,25-44,Negocios,10,10,9,10,PIT Cuesta de Moyano,Avión,10,9
2024-09-25,Hombre,Argentina,Madrid,En pareja,De 4 a 7 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,Guías turísticas publicadas sobre la ciudad,8,10,45-64,"Ocio, recreo y vacaciones",10,10,9,10,PIT Palacio Real,Avión,10,10
2024-09-25,Mujer,España,Madrid,Residente,Residente,5,10,10,Los había visto anteriormente,10,10,10,10,6,10,10,7,2,Sí,9,9,6,7,No ha buscado información,6,10,+65,Residente,10,9,9,2,PIT Cuesta de Moyano,Residente,10,10
2024-09-25,Hombre,España,Pontevedra,Sólo,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,No ha buscado información,8,10,45-64,"Ocio, recreo y vacaciones",10,10,9,10,PIT Cuesta de Moyano,Tren,10,10
2024-09-25,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,9,10,10,10,10,1,9,9,10,Sí,7,6,9,10,No ha buscado información,7,10,45-64,Residente,10,10,6,9,Centro de Turismo de la Plaza Mayor,Residente,10,7
2024-09-25,Mujer,España,Madrid,Sólo,Residente,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,10,10,10,Sí,9,9,10,10,No ha buscado información,8,10,45-64,Residente,10,10,9,10,PIT Cuesta de Moyano,Residente,10,9
2024-09-25,Mujer,Reino Unido,Madrid,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT del Paseo del Prado,Avión,10,10
2024-09-25,Mujer,España,Barcelona,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT del Paseo del Prado,Tren,10,10
2024-09-25,Mujer,México,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,10,10,10,Internet/web (Indicar páginas),10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,PIT de CentroCentro,Avión,10,10
2024-09-25,Mujer,España,Madrid,Residente,Residente,9,10,10,Los ha encontrado en su recorrido,9,9,9,9,9,8,8,8,9,Sí,9,9,9,10,No ha buscado información,3,9,+65,Residente,9,9,9,9,PIT de CentroCentro,Residente,9,5
2024-09-25,Mujer,España,Tarragona,Con amigos,2 noches,5,8,10,Los ha encontrado en su recorrido,10,10,10,10,5,9,10,8,6,Sí,9,9,10,10,Guías turísticas publicadas sobre la ciudad,5,10,45-64,"Ocio, recreo y vacaciones",10,10,9,6,PIT de Atocha,Tren,10,10
2024-09-25,Mujer,Venezuela,Madrid,En pareja,De 4 a 7 noches,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,9,10,10,10,Internet/web (Indicar páginas),7,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,Punto de Información Turística (PIT) de Cibeles,Avión,10,8
2024-09-25,Hombre,España,Cantabria,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,9,8,8,8,Sí,10,9,10,10,Guías turísticas publicadas sobre la ciudad,8,10,25-44,"Ocio, recreo y vacaciones",10,8,7,9,PIT Palacio Real,Tren,10,8
2024-09-25,Hombre,España,Zaragoza,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,7,10,10,8,10,Sí,9,9,9,10,Internet/web (Indicar páginas),10,10,25-44,Cultura,10,10,9,10,PIT Palacio Real,Coche particular,10,10
2024-09-25,Mujer,España,Madrid,Residente,Residente,8,10,7,Los había visto anteriormente,10,10,10,10,9,9,10,10,9,Sí,9,8,9,10,No ha buscado información,7,10,45-64,Residente,10,8,9,9,PIT Palacio Real,Residente,10,7
2024-09-25,Mujer,España,Madrid,Sólo,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,45-64,Residente,10,10,10,10,PIT del Paseo del Prado,Residente,10,10
2024-09-25,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,8,10,10,9,7,9,10,Sí,7,10,9,10,No ha buscado información,8,10,45-64,Cultura,10,9,10,10,Punto de Información Turística (PIT) de Cibeles,Residente,10,10
2024-09-25,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,No ha buscado información,10,10,+65,Residente,10,10,9,10,PIT Palacio Real,Residente,10,10
2024-09-25,Mujer,España,Madrid,Residente,Residente,1,10,10,Los ha encontrado en su recorrido,10,10,10,10,8,10,5,10,10,Sí,9,9,10,10,No ha buscado información,1,10,15-24,Estudios,10,10,9,10,PIT de Callao,Residente,10,5
2024-09-25,Hombre,España,Madrid,Residente,Residente,5,8,10,Los había visto anteriormente,10,10,10,10,5,9,10,8,10,Sí,9,9,9,10,No ha buscado información,8,7,45-64,Residente,10,8,10,10,PIT de CentroCentro,Residente,10,9
2024-09-25,Hombre,España,Santa Cruz de Tenerife,En pareja,1 noche,8,8,10,Los ha encontrado en su recorrido,10,10,10,10,8,9,10,9,10,Sí,9,9,9,10,No ha buscado información,9,6,25-44,Tránsito,10,10,9,10,PIT del Aeropuerto T-2,Avión,10,9
2024-09-25,Hombre,Brasil,Madrid,En pareja,De 4 a 7 noches,8,7,10,Los ha encontrado en su recorrido,10,10,10,10,8,10,10,8,10,Sí,9,10,8,9,No ha buscado información,9,1,25-44,"Ocio, recreo y vacaciones",10,7,10,10,PIT del Aeropuerto T-2,Avión,10,10
2024-09-25,Mujer,Francia,Madrid,En pareja,3 noches,9,9,10,Los había visto anteriormente,10,10,10,10,9,9,9,9,9,Sí,9,9,9,9,Guías turísticas publicadas sobre la ciudad,9,9,+65,Cultura,10,9,9,9,PIT Palacio Real,Avión,10,9
2024-09-25,Mujer,Argentina,Madrid,En pareja,De 4 a 7 noches,9,9,10,Los ha encontrado en su recorrido,9,9,9,9,9,9,9,9,9,Sí,9,9,9,9,No ha buscado información,9,9,25-44,Familia,9,9,9,9,PIT de Estadio Santiago Bernabéu,Avión,9,9
2024-09-25,Mujer,Italia,Madrid,En familia,3 noches,8,10,10,Los ha encontrado en su recorrido,9,9,9,9,8,9,8,9,9,Sí,8,8,8,8,No ha buscado información,8,7,45-64,"Ocio, recreo y vacaciones",9,8,8,9,Centro de Turismo de la Plaza Mayor,Avión,9,8
2024-09-25,Hombre,España,Madrid,En pareja,Residente,9,10,10,Los había visto anteriormente,10,10,10,10,9,9,9,9,10,Sí,8,9,10,9,No ha buscado información,8,10,45-64,Residente,10,10,9,10,Centro de Turismo de la Plaza Mayor,Residente,10,8
2024-09-25,Mujer,España,Valencia,Sólo,2 noches,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,Otros (Indicar),10,10,+65,Cultura,10,10,10,10,PIT Palacio Real,Tren,10,10
2024-09-25,Mujer,Estados Unidos,Madrid,En pareja,3 noches,5,10,10,Los ha encontrado en su recorrido,10,10,10,10,5,2,10,9,10,Sí,3,2,10,10,Internet/web (Indicar páginas),2,5,+65,Gastronomía,10,10,3,10,Centro de Turismo de la Plaza Mayor,Avión,10,9
2024-09-25,Mujer,España,Cantabria,En pareja,De 4 a 7 noches,8,10,10,Los había visto anteriormente,10,10,10,10,8,9,9,9,10,Sí,9,9,10,9,No ha buscado información,8,10,45-64,"Ocio, recreo y vacaciones",10,10,9,10,Centro de Turismo de la Plaza Mayor,Coche particular,10,8
2024-09-25,Mujer,España,Cantabria,En familia,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,9,9,10,10,No ha buscado información,7,10,45-64,"Ocio, recreo y vacaciones",10,10,9,10,PIT de Estadio Santiago Bernabéu,Coche particular,10,10
2024-09-25,Mujer,España,Madrid,Residente,Residente,9,10,10,Los había visto anteriormente,10,10,10,10,9,10,10,10,9,Sí,10,9,10,10,No ha buscado información,8,10,45-64,Residente,10,10,8,9,PIT Palacio Real,Residente,10,9
2024-09-25,Mujer,España,Barcelona,En pareja,2 noches,2,10,10,Los había visto anteriormente,10,10,10,10,2,4,10,9,10,Sí,8,2,10,10,Guías turísticas publicadas sobre la ciudad,1,3,+65,"Ocio, recreo y vacaciones",10,10,8,10,Centro de Turismo de la Plaza Mayor,Tren,10,8
2024-09-25,Mujer,España,Madrid,Residente,Residente,10,10,10,Los había visto anteriormente,10,10,10,10,10,10,10,10,10,Sí,10,10,10,10,No ha buscado información,10,10,+65,Residente,10,10,10,10,Centro de Turismo de la Plaza Mayor,Residente,10,10
2024-09-25,Hombre,España,Madrid,Residente,Residente,2,7,10,Los había visto anteriormente,8,8,8,8,7,8,7,7,8,Sí,9,9,5,6,No ha buscado información,7,8,45-64,Residente,8,4,9,8,PIT Palacio Real,Residente,8,7
2024-09-25,Mujer,España,Málaga,Con amigos,2 noches,2,9,10,Los había visto anteriormente,9,9,9,8,8,9,8,8,8,Sí,9,9,6,8,No ha buscado información,8,7,45-64,"Ocio, recreo y vacaciones",9,6,9,9,PIT Palacio Real,Tren,9,8
2024-09-25,Mujer,Brasil,Madrid,En pareja,3 noches,2,9,10,Los ha encontrado en su recorrido,9,9,9,9,8,8,8,8,8,Sí,9,9,6,8,Internet/web (Indicar páginas),6,2,25-44,"Ocio, recreo y vacaciones",9,7,9,8,PIT Palacio Real,Avión,9,8
2024-09-25,Mujer,España,Madrid,Residente,Residente,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,8,8,8,10,Sí,5,7,10,10,No ha buscado información,3,10,25-44,Residente,10,10,5,10,PIT del Paseo del Prado,Residente,10,7
2024-09-25,Hombre,España,Barcelona,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,5,10,9,10,Sí,8,9,10,10,No ha buscado información,2,10,25-44,"Ocio, recreo y vacaciones",10,10,7,10,PIT del Paseo del Prado,Tren,10,10
2024-09-25,Hombre,Argentina,Madrid,En pareja,3 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,9,10,Sí,10,10,10,10,No ha buscado información,3,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,PIT del Paseo del Prado,Avión,10,10
2024-09-25,Hombre,España,Madrid,Sólo,Residente,10,10,10,Los había visto anteriormente,9,10,10,9,10,9,10,10,8,Sí,10,9,10,10,No ha buscado información,4,10,+65,Residente,10,10,10,8,PIT Cuesta de Moyano,Residente,10,10
2024-09-25,Hombre,España,Sevilla,Sólo,1 noche,10,10,10,Los ha encontrado en su recorrido,10,10,9,10,10,10,10,10,10,Sí,10,10,9,10,No ha buscado información,10,10,45-64,Tránsito,10,10,10,10,PIT del Paseo del Prado,Coche particular,10,10
2024-09-25,Hombre,Países Bajos,Madrid,Sólo,2 noches,8,8,10,Los ha encontrado en su recorrido,10,10,9,10,8,9,10,9,10,Sí,7,9,8,8,Teléfono,8,2,45-64,"Ocio, recreo y vacaciones",10,9,8,10,PIT del Aeropuerto T-2,Avión,10,7
2024-09-25,Mujer,Guatemala,Madrid,Con amigos,De 2 semanas a 1 mes,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,9,9,Otros (Indicar),10,10,25-44,"Ocio, recreo y vacaciones",10,10,10,10,PIT de CentroCentro,Avión,10,10
2024-09-25,Hombre,España,La Coruña,En pareja,2 noches,10,10,10,Los ha encontrado en su recorrido,10,10,10,10,10,10,10,10,10,Sí,10,10,9,10,Guías turísticas publicadas sobre la ciudad,10,10,45-64,"Ocio, recreo y vacaciones",10,10,10,10,PIT de CentroCentro,Tren,10,9
